,03660196C,03660356C,03660445B,03660447B,03660501B,03660502B,03660555B,03660598B,03660602B,04240076F,04240106F,04240120C,04240151B,05320003B,05320011B,05320012B,05320093C,05320100B,05320102B,05320108C,05320114C,05320119C,05320132B,05320141B,05320143B,05320146B,05320179B,05320184B,05320188B,05320191B,05320196B,05320205B,05320216B,05320217B,05320220B,05320229B,05320232B,05320234B,05320239B,05320243B,05320286B,05320302B,05320328B,05320353C,05320372C,05320381B,05320384B,05320385B,05320388B,05320393B,05320399C,05320410C,05320420B,05320424B,05320425B,05320435B,05320436B,05320444B,05320446B,05320449B,05320452B,05320459B,05420099C,05420129C,05420135C,05420138C,05420145C,05420159C,05420169C,05420180C,05420199C,05420211C,10A,12A,13A,15A,16A,19A,22A,24A,25A,2A,34A,6A,7A,9A,Pt1-baseline,Pt2-baseline,Pt3-baseline,Pt4-baseline,Pt5-baseline,Pt6-baseline,Pt8-baseline,Pt9-baseline,Pt10-baseline,Pt15-baseline,Pt16-baseline,Pt17-baseline
MIR3916,0.479989628,1.225115474,0.0,0.330642297,0.307790514,1.498123613,0.0,0.602555363,0.385715205,0.794179915,0.582450195,0.447206982,1.703329972,0.339514259,0.474730778,0.0,0.665799673,0.430078264,0.210880375,0.776097329,0.211089849,0.281044209,0.457633101,1.64789089,1.001554812,1.63380436,1.515724758,2.586516247,1.089060877,0.0,0.365388337,1.350093056,1.712457457,0.327691432,0.480726894,0.0,0.274232565,0.194152099,0.772998229,0.653966973,1.991316682,2.580185041,1.688631057,0.38905228,0.227452594,2.079596563,1.049653146,0.406633592,0.632160269,1.70304676,5.299075376,0.334167085,1.559977267,0.467351355,0.749262969,1.625304335,1.215009998,0.514664535,0.66653516,1.977222189,3.193545622,0.534635708,0.0,1.307420406,0.538061506,0.625607524,0.0,0.0,0.0,0.974368352,0.507729128,1.27651404,14.54,0.18,1.29,15.01,11.62,0.83,8.68,12.79,4.75,6.4,0.59,8.77,0.48,1.53,71334.5,67928.1,38121.8,33516.0,0.0,0.0,21529.5,0.0,0.0,0.0,0.0,59872.0
MIR5047,0.225595125,0.863706409,0.0,0.621607519,0.433984624,1.760295245,0.32254734,1.246084491,1.087716879,1.8663228,0.182501061,0.630561844,1.400988902,1.914860423,0.743744886,0.0,0.417234462,0.606410352,0.594682657,0.364765745,0.198424458,0.0,0.716958525,0.968135898,0.0,4.697668066,1.187317727,1.875593782,0.341239075,0.0,0.114488346,2.220903076,0.0,1.078104812,0.60251104,0.790075186,0.257778611,0.182502973,0.908272919,0.307364477,0.0,2.021144949,0.740746157,0.365709143,0.0,0.814508654,1.233342446,0.127411859,0.594230653,0.711495091,1.245282713,0.0,0.399921445,2.19655137,1.408614381,0.873020614,1.332460965,1.209461657,1.00246888,0.185858886,0.600386577,0.502557566,0.0,1.117250165,0.126444454,0.196023691,0.276155113,0.513519373,0.510977026,2.289765627,0.95453076,1.714175997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18203.1,24476.35,11664.2,25375.25,0.0,0.0,22979.75,56595.0,0.0,27940.05,18060.3,8236.533333
SNORD110,30.3801435,9.980607392,16.06176842,7.873695237,33.75435966,16.89883435,12.47183046,14.6509328,14.019462,8.709506402,7.786711935,35.591713,13.07589642,7.233917152,18.04820924,2.963851021,33.10060065,39.61880964,9.250619108,22.37229901,31.21878143,32.40627094,12.42728111,10.06861334,22.17664921,60.58787275,15.51428497,32.97340179,43.67860159,9.686543454,11.75413681,21.15145787,120.8049036,24.23168912,14.25942795,33.70987461,23.37192743,18.25029728,28.09590895,12.49948875,46.35026638,10.77943973,50.5118332,12.43411087,18.81487859,14.98695923,38.48028432,23.61366448,9.111536683,20.15902757,29.88678512,27.85171264,20.26268653,6.150343837,9.390762542,5.238123684,9.390677276,23.86671004,30.24114456,34.19803498,104.8675221,22.44757127,0.0,28.75057091,21.74844609,12.02278637,27.24730452,34.91931738,61.99854578,7.937854173,36.27216889,76.10941428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD4A,47.31231094,58.7800195,23.9014411,33.23873537,69.7188262,52.80885736,29.56683946,29.10677157,37.76794719,25.66193851,56.77810786,55.75801495,78.11069077,30.36294883,40.28618133,26.75698838,21.73096156,42.67332105,34.9651377,64.8472435,16.81096104,48.8002042,48.79301076,29.04407694,58.40548337,56.46235656,15.17128207,44.18837202,44.550657,12.97304927,42.774118,39.21832813,38.64581571,59.8947118,33.68204078,24.68984957,44.75323114,24.84068241,62.31761413,18.14304207,33.79706923,20.77287864,29.68863567,35.55505559,24.64701583,39.82042307,52.41705396,24.06668442,30.53685301,17.29328346,24.5597424,48.42638007,40.73273974,17.08428844,29.34613294,30.61634792,31.46088389,49.72231258,32.02331146,44.9158974,38.9139448,23.03388843,0.0,48.72452108,37.75771891,31.85384975,29.14970641,49.21227326,66.00119914,25.1238173,39.77211501,59.2819199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117298.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD68,42.29908594,26.99082528,23.9014411,10.7917972,46.21132572,44.49635203,22.3991208,22.34141385,40.28581034,11.405306,39.54189654,35.90699392,48.08950001,30.14132147,15.90787673,181.124229,38.24649234,93.20751702,20.92401941,75.48624439,58.70056889,66.04538914,28.67834102,34.96046299,67.12271969,23.46324595,20.77806023,54.0294505,64.93021287,99.46004439,24.16976184,49.79405707,48.38711637,35.50900771,28.66111545,43.34440257,41.5309985,36.50059456,54.49637511,26.68094422,38.62522198,28.44574373,24.25061824,15.99977502,49.29403167,24.66151201,33.23172702,33.79953474,16.71273712,17.78737727,45.31445429,31.84797968,59.24762145,14.03352264,26.41151965,35.16333029,25.9089632,34.60404186,51.86384138,24.26491009,70.04510064,24.42988167,0.0,36.77615126,30.55740972,17.6965832,42.57391331,64.54653232,45.0653349,22.26161026,21.87466325,20.95103997,0.0,0.0,0.0,0.41,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164370.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD56,63.23018293,28.99296161,20.35998814,14.88356031,97.59560328,77.35381922,27.71181368,25.36842946,33.9592359,21.55471403,17.22193111,133.2172911,55.25026656,25.84612073,43.15815395,0.0,50.83208585,63.20333243,27.91937356,87.3382769,74.33930406,133.5791251,27.06265983,36.81643556,50.83008223,117.5689408,35.45230397,35.61377864,77.86018329,89.16687385,59.50168946,39.77069895,209.2299128,54.01370187,56.85667561,61.48120286,29.77161427,43.44084845,32.23729232,21.42893188,37.28610269,40.80245672,73.92557223,45.84241373,31.31797973,49.55883639,60.45115088,61.01412952,38.91792306,45.09475927,53.31914717,58.62043723,27.78796893,9.281202974,28.17228762,15.98488448,36.99791009,55.53302821,68.65499902,97.64135831,63.70298891,64.41230772,0.0,90.16680908,68.38685964,16.84147203,35.39452861,77.02790598,43.90084305,27.73518928,141.4991021,153.0686736,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR4750,5.639878125,10.53927463,4.916867884,9.435114123,6.458104527,5.658091859,5.75977392,7.484598404,1.294901047,3.999263144,8.473263545,3.00267545,6.075717177,4.559191483,4.249970778,0.0,2.235184617,4.692461055,1.061933316,9.770511019,3.897623286,0.943505559,4.865075708,5.186442311,8.966300219,1.29056815,8.904882956,2.480944156,4.874843927,14.82634202,2.453321691,1.699670722,11.90856895,2.475240641,2.420803286,3.17440923,5.523827387,0.651796331,8.109579629,4.665353676,0.477509612,4.090412397,1.511726851,5.550942352,1.145386278,9.890462223,4.845273895,5.915550583,7.693164707,0.952895211,3.55795061,5.889694873,1.904387832,5.491378426,4.024612518,4.676896146,3.399135114,3.887555327,4.027776751,7.633489952,8.934324061,9.422954357,0.0,7.780849363,2.483730347,4.20050766,4.93134131,16.04748041,13.23065513,1.635546876,8.948725877,0.306102857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR4784,0.292980682,0.186949439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.237014365,0.272970495,0.0,0.0,0.0,0.0,0.0,0.262515304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.137429714,0.23747347,0.0,0.0,0.0,0.661879785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.241375176,0.0,0.326336082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87841.0,0.0,0.0,0.0,0.0
SNORD52,25.37945156,23.61697212,23.66242669,11.1695101,12.65788487,15.95267566,7.559703271,18.93906826,7.364749703,14.58064688,26.23452751,54.51732614,35.96288476,12.96520078,19.05846271,54.41445233,24.12136733,29.37300141,21.68113853,24.50769847,22.32275155,28.89485775,12.32272466,5.748306895,27.45929442,46.15797649,6.307625427,29.84885937,20.79425613,22.70283622,9.123290038,18.34227987,40.60206052,20.69576203,21.41738463,18.82601029,16.91672137,16.8244928,16.74628193,11.04591091,63.92659936,19.36930576,25.7938394,25.9996344,29.3982478,21.88992007,60.51086376,14.93107719,9.052732608,15.56395511,27.24055936,13.00640951,26.86972207,9.953123397,7.703359897,17.05118387,13.68151883,27.21288729,18.6004968,47.04553046,81.6150503,29.44673237,0.0,30.72437953,25.28889081,24.80924837,36.67685099,36.10683093,19.96004006,24.32875979,24.23613258,36.15839994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR4651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD116-2,164.1960394,45.55977105,113.5441656,110.2231889,61.14559997,226.4792233,167.5916074,193.8613173,221.0943416,34.055581,459.6392701,88.6253589,34.86997414,162.8618401,60.11298873,3.055516516,211.8432706,417.8188162,179.017872,92.13155407,142.1701015,147.8872012,60.46103854,151.5082777,339.7026114,34.73890144,38.43482128,142.8716913,71.41395073,100.5745675,59.36869879,121.6753968,191.9087265,223.4011003,52.33150013,28.71149517,29.76412832,94.82628689,188.9582216,160.0196506,99.24323491,49.31315855,46.25572469,44.67683863,263.8403195,75.90884772,60.77708136,28.24077281,21.74761669,108.1912638,89.35224418,85.81548544,153.5093656,48.9128965,44.14626514,66.82657793,301.815164,119.699298,861.7873584,21.26838796,12.58542309,30.56793441,0.0,148.5827539,112.6268127,21.42114559,142.9173886,363.6987726,500.9681973,66.33238569,45.26640718,60.08451949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38093.75,0.0,0.0,39328.55,0.0,29873.03333,47593.5,0.0,0.0,70301.0,0.0,0.0
SNORD35B,52.5534098,42.20383589,33.63584621,15.54018797,69.86494897,26.00436158,15.76083591,22.78480939,29.04698484,24.38944569,46.45481552,54.45761384,63.45388047,23.39176085,19.10072094,0.0,29.39606436,25.72649977,30.63516717,58.85992699,30.21463341,58.24002497,28.35245078,32.56457112,39.94079188,68.47343968,23.74635455,41.04834876,50.60420372,36.56041157,24.19867304,34.97201273,124.9093157,35.17842002,39.88212282,26.03656863,16.11116321,26.13110747,59.45059103,14.32039043,29.77923583,20.05833245,20.20216792,35.94754646,23.32422966,29.9887277,53.53827436,23.02100629,24.30943581,21.62783373,31.41508663,45.51127857,62.26049765,15.47570284,22.08963462,25.79379087,30.06689515,55.25040752,21.78661061,59.55932476,75.04832211,35.40746486,0.0,35.29494839,51.15252913,22.27541941,31.06745025,60.39688082,39.48458834,27.58126778,88.40256472,49.28255992,0.8,0.0,0.31,0.0,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD83A,11.39849053,10.15233849,2.17377317,18.97538741,20.4048911,14.45295043,11.88332304,4.888943936,8.58723852,10.41211668,6.915829679,8.18624149,10.53375114,6.550838288,7.672315667,24.95874544,5.05073296,20.85200508,5.633835697,16.5104495,9.607921134,5.839802829,4.377220471,8.356541436,5.285398024,177.0659502,5.249194163,23.69171093,12.57196592,20.75687883,7.230842878,3.673674262,50.95397851,18.80603883,9.830443285,11.0194697,3.256150881,9.221202836,29.44716409,7.44145577,30.39976985,5.67338933,13.92379995,10.20136031,13.27844303,6.859020242,13.76150519,6.7058873,3.909412192,6.366008707,7.602778671,7.604939345,3.087112907,4.161886807,7.265484703,6.432783472,8.014802796,24.69848016,18.20272441,10.17332849,30.75664569,4.761071675,0.0,39.63297953,5.723275287,2.88877018,31.68516564,69.73052541,95.74095849,3.856447372,17.33226907,8.300220618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FTL,1930.508914,3402.682625,2459.33151,806.6267486,857.5390018,1131.277688,2298.640466,1139.931254,1325.886497,5560.784851,2365.138319,688.0436016,1852.306321,986.1201408,1175.834194,6852.076472,1077.145133,1189.590058,1122.568774,1275.633132,3662.468987,1893.09895,1411.725085,2566.215928,296.9224803,1637.28647,1688.144975,5569.150522,1454.027142,853.3913099,6690.798813,3191.405301,3414.858405,799.4455745,3301.18635,1241.397699,1079.355449,2950.576478,947.6070798,2518.747791,862.8812507,1352.674269,1215.081264,2292.442096,403.6037911,1372.86322,1348.492168,4164.55388,7780.447512,1375.284885,1645.202898,1045.187551,912.0902633,3875.160467,1228.728988,3831.167271,461.957682,1020.363507,1688.45799,1456.826389,2471.970527,1867.07925,11.32075438,842.8119642,1395.186073,1170.223175,3246.233478,4504.702782,1559.007918,14362.69291,5057.99932,1015.496754,2269.71,5224.02,7985.59,2916.72,1422.1,5866.05,2469.46,5297.09,5629.85,17321.38,3988.08,2221.75,5290.58,3837.25,2768.09,2772.195,2460.845,3357.625,10571.5,2676.676667,4626.84,1894.18,7372.155,1647.16,5757.426667,4890.823333
SNORD58C,12.28240125,6.23787962,7.266038095,3.108037593,6.107931748,7.432357702,3.942245261,3.020810887,7.452874913,3.940014801,3.852800176,23.82122524,8.672788441,2.836830256,4.958299241,0.0,3.245156926,1.572174986,4.625309554,9.727086525,5.732262126,0.0,3.983102919,2.796837039,6.625099606,15.15700594,5.276967677,3.164582101,4.549854332,0.0,5.34278946,8.813107446,0.255509525,13.69021984,5.35565369,3.072514613,6.874096303,1.419467566,13.72501299,0.0,2.971170922,3.144003254,3.174626388,3.453919686,5.93903996,9.231098075,6.029674181,1.132549855,2.806089196,4.15038803,5.534589837,3.490189554,9.479619431,2.440612634,3.912817726,5.335125974,6.133550473,5.375385143,0.556927156,6.401806066,4.002577179,9.771952667,109.5597451,7.448334433,4.776790485,5.662906623,12.58039961,2.852885407,10.21954051,2.54418403,16.43914087,6.856703989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD32A,62.17621738,54.77162593,85.62545535,72.39453419,91.56017071,63.97170525,59.39591253,37.43779347,53.50152129,66.23169938,56.30825418,177.8902114,111.7862225,56.82309384,53.87615394,273.7947742,94.89539896,113.8868221,24.65757358,77.40151168,138.4131587,88.91964587,58.7556255,64.22755226,93.76344436,121.4078379,45.75517096,106.0633882,134.2068313,129.097661,45.09723856,116.4619906,381.3947062,54.46871004,81.74311367,93.70099006,82.04904582,62.98578207,121.1768991,81.15171875,104.3533202,46.66708663,60.39533128,49.28153698,56.84095805,65.55801359,90.54538446,52.36316632,43.29912382,74.18637837,90.51079234,81.40228686,85.99936759,36.16273598,54.45497059,71.0660073,39.69526568,111.8014556,157.0942087,128.2879626,305.5625993,81.20594812,0.0,74.66501102,55.35799877,31.79408643,134.3730369,106.4613335,160.7708203,56.12718183,240.0877674,41.60012481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD45A,52.10173125,31.70350906,42.612855,15.54018797,88.86351829,50.71326778,24.57503539,20.49835959,70.78792388,27.10611686,29.76505399,28.52541677,32.64208836,34.57386874,31.5206166,151.7209451,51.65760005,140.5331926,28.79019212,46.02996302,24.33061809,140.5823283,61.79499672,33.19323079,39.22756346,85.28504524,11.02509318,63.34677411,27.62411559,24.71057004,24.26062561,46.45766639,110.5991231,29.88623885,43.21582162,75.48039725,33.14296432,68.22134935,61.63280518,51.77627805,131.4743133,49.56617375,40.81662499,26.55744969,56.25119276,14.54479739,145.6518698,74.32358425,16.09374686,59.07950307,61.6711439,24.30667725,83.9517636,23.53447897,39.23997205,24.42379099,36.03083221,26.49296963,88.3127347,53.76632053,69.09210607,70.59737233,0.0,46.81810215,51.63148539,56.0067688,74.62763182,70.91458011,30.41529914,44.9775391,44.60158612,28.36553138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD45C,30.94702356,48.16824204,48.97956854,11.95399074,47.84958677,27.08146531,50.44971208,25.7059388,54.6182621,26.79848124,38.60599367,66.82877668,26.42891152,39.48376726,42.14554355,60.79694401,36.9092024,77.22661744,34.56275271,50.0383778,31.03562039,33.19204172,34.37724212,21.34863775,37.01472654,73.5458388,21.61527145,67.41806708,45.93602931,41.24764383,41.68550018,50.84485065,105.2502699,35.3444618,38.23627754,46.34094842,36.02290851,27.60942409,51.70168921,56.15312569,156.6721282,46.46905908,54.26711774,25.55275424,62.49697434,28.40337869,150.8472684,47.69777275,12.9511809,88.70884305,91.64003558,24.16285076,51.9556065,17.17815815,15.7114681,28.54105853,29.28485637,48.99870304,66.02799837,43.36707335,66.70961966,58.95386828,0.0,38.24433257,52.19886435,39.45605058,113.2944055,58.92305628,22.92845628,39.04343954,95.14713667,42.41486762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89731.66667,0.0,0.0,0.0,0.0,0.0,0.0
MIR3682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.296495884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.221260578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR4746,0.317739613,1.013739917,0.0,2.626510642,1.018743249,1.487573447,0.0,1.755048579,1.276663004,0.525724733,1.542262487,2.368307397,1.691334691,0.0,0.628516805,0.0,1.469135429,0.854099087,0.0,1.02750914,0.0,0.0,0.605880444,1.09085735,0.0,0.127239113,2.006734187,0.391360205,0.720927623,0.0,0.322502382,0.446861786,0.647770628,0.650767492,0.848607099,0.556390976,0.0,2.056371524,0.511703053,1.298723144,0.0,0.0,0.59617397,0.25754165,0.30113442,1.376634344,1.737102037,0.179453322,0.627708436,0.25052644,0.0,0.442418394,0.187756547,0.309373432,0.991981959,0.614803249,0.804302393,0.0,0.0,1.570638471,1.691229794,0.707827557,0.0,0.0,1.068544682,1.104358821,1.944754319,0.0,0.719685952,0.0,1.680511902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD69,27.83316477,17.57324728,28.16024334,12.51287862,23.85976072,17.83156222,16.3368133,5.590461707,14.59706634,8.968044625,12.7987757,44.49419076,33.27023738,21.96701351,19.1248685,0.0,19.50706575,27.5641069,20.85250875,17.05398287,32.984845,31.22145668,26.07121911,7.795379959,21.19307324,32.4988525,7.709855373,16.50955565,29.02747975,13.47849275,15.90941945,12.36124161,62.86529816,27.20264462,20.73576956,12.31286004,14.73020636,14.69504456,12.26758228,17.3640971,13.54390901,14.52424509,12.23124453,23.27240002,18.60384985,19.25202272,30.11277661,15.55417496,14.27697024,13.86029398,15.52560266,18.96940686,22.67952782,8.272725941,9.512720497,27.49448038,13.34933063,33.29946381,18.71492228,16.89626234,43.1446631,26.43322261,0.0,13.92935271,23.97518219,15.27457331,10.75929013,14.00507381,12.60852401,9.515909099,42.45802407,19.59058283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR4737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24708799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR4473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.099274473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.148069227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR4257,0.0,0.167384963,0.0,0.0,0.168211095,0.0,0.0,0.0,0.0,0.217014279,0.0,0.0,0.465444818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.198394811,0.0,0.0,0.0,0.133696845,0.179087178,0.0,0.229673019,0.0,0.0,0.21122626,0.0,0.0,0.0,0.0,0.0,0.0,0.189420617,1.147295299,0.0,0.0,0.206829968,0.0,0.0,0.0,0.0,0.16379237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12991281,0.29405687,0.0,0.0,0.0,0.0,0.532503634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR4739,0.0,0.19452847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70387.5,0.0,0.0,0.0,0.0,0.0
SNORD60,7.882239308,4.509310569,13.68429495,13.85510734,16.03477326,16.96670116,8.938058807,3.275578071,7.863013584,7.420319568,6.816304687,7.343892968,11.57443499,14.22687463,5.555684691,9.819988321,8.294420026,18.99598692,5.254224278,16.70011843,10.51888694,7.9572758,9.329098885,9.098144584,17.39246187,26.12234328,6.008113801,32.47346664,16.85638804,13.75455826,6.896888288,11.08540262,15.65380646,8.5357696,10.88875374,22.13162419,9.627875847,8.35555779,8.973298713,14.25726793,28.99576442,4.220864954,9.307137603,7.490428235,25.24449756,4.710411491,23.18089417,14.58328503,3.221732457,17.14446002,12.30279307,18.16580587,12.52765972,5.028250125,10.01304199,5.522118342,6.421498626,11.9488983,19.62664977,13.21165574,19.28952858,12.41256638,0.0,5.653555051,8.378849363,7.085193643,23.62290729,26.2946667,11.38924696,5.241632158,10.35033354,5.989289629,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,70117.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
