,logFC,AveExpr,t,P.Value,adj.P.Val,B
GeneID:101927511,0.148757682,-6.587794672,0.696694153,0.488148465,0.848397873,-5.190833561
GeneID:101927512,0.111721917,-6.565781303,0.524527221,0.601459171,0.886259392,-5.273671484
GeneID:101927513,0.194251608,-6.60980804,0.926123919,0.35735283,0.794126015,-5.043692479
GeneID:101927514,0.155933246,-6.587794672,0.742773494,0.459939557,0.843938603,-5.164366109
GeneID:101927518,0.194251608,-6.60980804,0.926123919,0.35735283,0.794126015,-5.043692479
GeneID:101927520,0.312726798,-5.234326291,0.873733736,0.385053001,0.812604641,-4.981439093
GeneID:101927521,-0.853647935,-3.558648747,-1.545615795,0.126407716,0.794126015,-4.357948033
GeneID:101927522,0.147623656,-6.587794672,0.689504933,0.492633901,0.848846751,-5.194812582
GeneID:101927523,0.181892959,-6.447020931,0.782901347,0.436150736,0.840332709,-5.130350942
GeneID:101927524,0.239583613,-6.364466469,0.960911176,0.339685289,0.794126015,-5.001852057
GeneID:101927525,-0.012656141,-6.443772486,-0.056001349,0.955489688,0.988330022,-5.374484381
GeneID:101927526,0.155297716,-6.587794672,0.738642877,0.462429676,0.843938603,-5.166806655
GeneID:101927527,0.246392781,-6.587794672,1.161219371,0.249236052,0.794126015,-4.848041069
GeneID:101927528,0.247839944,-6.587794672,1.16481891,0.247784748,0.794126015,-4.844745599
GeneID:101927529,0.099498161,0.12679312,0.439673763,0.661438036,0.90406944,-5.192488104
GeneID:101927531,0.154786085,-6.587794672,0.735332946,0.464430575,0.843938603,-5.168752653
GeneID:101927532,0.194251608,-6.60980804,0.926123919,0.35735283,0.794126015,-5.043692479
GeneID:101927533,0.155182623,-6.587794672,0.737894765,0.46288149,0.843938603,-5.167247241
GeneID:101927534,0.194251608,-6.60980804,0.926123919,0.35735283,0.794126015,-5.043692479
GeneID:101927536,0.194251608,-6.60980804,0.926123919,0.35735283,0.794126015,-5.043692479
GeneID:101927537,0.194251608,-6.60980804,0.926123919,0.35735283,0.794126015,-5.043692479
GeneID:101927538,0.116915603,-6.31961333,0.460562674,0.646445346,0.899733612,-5.280087004
GeneID:101927539,-0.109078412,-5.684508706,-0.402792027,0.688247336,0.914072652,-5.249522702
GeneID:101927541,0.194251608,-6.60980804,0.926123919,0.35735283,0.794126015,-5.043692479
GeneID:101927542,0.156560762,-6.587794672,0.746850932,0.457489023,0.843938603,-5.161943871
GeneID:101927543,0.493996008,-5.078621705,1.584716414,0.117239513,0.790871242,-4.340403017
GeneID:101927544,0.219061565,-5.762326545,0.801251567,0.425517786,0.835607459,-5.067897367
GeneID:101927546,0.213938089,-6.334446143,0.826932753,0.410898999,0.82769723,-5.094444123
GeneID:101927547,0.397684203,-4.249300984,1.345570055,0.182496065,0.794126015,-4.561765037
GeneID:101927548,0.194251608,-6.60980804,0.926123919,0.35735283,0.794126015,-5.043692479
GeneID:101927549,0.245788109,-6.587794672,1.159693332,0.249853164,0.794126015,-4.84943525
GeneID:101927550,0.011641964,3.261816055,0.094053906,0.92531721,0.981064212,-5.606987826
GeneID:101927551,-0.135809823,-6.374238788,-0.556182106,0.579742365,0.879231292,-5.247680723
GeneID:101927552,-0.028464777,1.234735588,-0.14074036,0.888452464,0.971685728,-5.354985264
GeneID:101927553,0.194251608,-6.60980804,0.926123919,0.35735283,0.794126015,-5.043692479
GeneID:101927554,0.194251608,-6.60980804,0.926123919,0.35735283,0.794126015,-5.043692479
GeneID:101927555,0.194251608,-6.60980804,0.926123919,0.35735283,0.794126015,-5.043692479
GeneID:101927556,-0.122122148,-3.100359535,-0.428592794,0.669448325,0.907315668,-5.076607653
GeneID:101927557,0.405048271,-6.326718458,1.700352751,0.093209054,0.756670725,-4.23950323
GeneID:101927558,0.194251608,-6.60980804,0.926123919,0.35735283,0.794126015,-5.043692479
GeneID:101927559,0.101006522,2.36514216,0.418370087,0.676872391,0.909612553,-5.423160145
GeneID:101927560,-0.407789047,-6.088980884,-1.560141343,0.122937436,0.794126015,-4.407325395
GeneID:101927561,0.21982705,-6.44547883,0.954529797,0.34288272,0.794126015,-5.012065565
GeneID:101927562,-0.225289712,-6.391216461,-0.955461472,0.342414678,0.794126015,-5.010381835
GeneID:101927565,0.194251608,-6.60980804,0.926123919,0.35735283,0.794126015,-5.043692479
GeneID:101927566,0.194251608,-6.60980804,0.926123919,0.35735283,0.794126015,-5.043692479
GeneID:101927567,-0.034808787,-5.382645031,-0.112509506,0.910720094,0.97732324,-5.277168036
GeneID:101927568,-0.828239418,-4.54814639,-2.345448429,0.021650965,0.581380211,-3.319713067
GeneID:101927571,0.194251608,-6.60980804,0.926123919,0.35735283,0.794126015,-5.043692479
GeneID:101927572,0.004067088,2.668644589,0.015728014,0.987493152,0.99706998,-5.534655428
GeneID:101927573,0.194251608,-6.60980804,0.926123919,0.35735283,0.794126015,-5.043692479
GeneID:101927574,0.194251608,-6.60980804,0.926123919,0.35735283,0.794126015,-5.043692479
GeneID:101927575,0.300918641,-6.565781303,1.371661016,0.174259468,0.794126015,-4.637733616
GeneID:101927576,0.148016723,-6.587794672,0.691995266,0.491077608,0.848827925,-5.193438857
GeneID:101927577,0.194251608,-6.60980804,0.926123919,0.35735283,0.794126015,-5.043692479
GeneID:101927578,-0.406421537,-3.732646938,-1.493387673,0.139531878,0.794126015,-4.410917837
GeneID:101927579,-0.161701385,1.320265746,-0.577647471,0.565232756,0.873944894,-5.238241544
GeneID:101927580,0.155182623,-6.587794672,0.737894765,0.46288149,0.843938603,-5.167247241
GeneID:101927581,0.128194017,-6.243700681,0.486138354,0.628286819,0.895420797,-5.264523122
GeneID:101927582,0.157760135,-6.587794672,0.754661657,0.452815732,0.843938603,-5.157267476
GeneID:101927583,-0.045309364,-1.508680477,-0.129951735,0.896952598,0.973265888,-5.161840288
GeneID:101927584,0.194251608,-6.60980804,0.926123919,0.35735283,0.794126015,-5.043692479
GeneID:101927585,-0.231987955,3.184147497,-1.104562755,0.272880971,0.794126015,-5.067391934
GeneID:101927586,0.154130143,-6.265714049,0.638132851,0.525331335,0.859301175,-5.198796518
GeneID:101927587,-0.192847225,-6.191966059,-0.678593776,0.49948434,0.84983121,-5.174379654
GeneID:101927588,0.183375536,-6.411687727,0.689051867,0.492917328,0.848846751,-5.182316644
GeneID:101927589,0.312465416,-4.726229455,0.928355958,0.35620181,0.794126015,-4.91410444
GeneID:101927590,0.147623656,-6.587794672,0.689504933,0.492633901,0.848846751,-5.194812582
GeneID:101927591,0.194251608,-6.60980804,0.926123919,0.35735283,0.794126015,-5.043692479
GeneID:101927592,0.09599655,-6.391216461,0.412059846,0.681471194,0.912002571,-5.302681569
GeneID:101927594,0.110646726,0.773292558,0.340220814,0.734641518,0.928474846,-5.275766548
GeneID:101927595,0.135180008,-6.533532302,0.576317569,0.566126512,0.874500862,-5.248343905
GeneID:101927596,0.173056118,-5.570019066,0.487869425,0.627065859,0.89526311,-5.20672062
GeneID:101927597,0.097366284,-5.856758967,0.360535132,0.719460659,0.924480577,-5.27482862
GeneID:101927598,0.155933246,-6.587794672,0.742773494,0.459939557,0.843938603,-5.164366109
GeneID:101927599,-0.042782028,1.83133209,-0.211592389,0.832999106,0.956388194,-5.413229508
GeneID:101927600,0.242868334,-6.587794672,1.152271984,0.252869793,0.794126015,-4.856190321
GeneID:101927602,0.194251608,-6.60980804,0.926123919,0.35735283,0.794126015,-5.043692479
GeneID:101927603,0.082369829,-6.501283301,0.367610205,0.714199499,0.922750767,-5.32527516
GeneID:101927604,0.110867833,-6.521754567,0.505249666,0.614865392,0.890928707,-5.278405394
GeneID:101927605,0.194251608,-6.60980804,0.926123919,0.35735283,0.794126015,-5.043692479
GeneID:101927606,0.194251608,-6.60980804,0.926123919,0.35735283,0.794126015,-5.043692479
GeneID:101927608,0.252519512,-6.587794672,1.176168987,0.243248033,0.794126015,-4.834290421
GeneID:101927609,0.181744191,-2.57182331,0.552640253,0.582153523,0.880310847,-5.036808295
GeneID:101927610,0.396027493,1.262190465,1.000057452,0.320499114,0.794126015,-4.976844458
GeneID:101927611,-0.141163249,-6.074171534,-0.520414261,0.604308149,0.887413216,-5.239519243
GeneID:101927612,-0.218682843,-4.921360646,-0.693766845,0.489972129,0.848827925,-5.068747472
GeneID:101927613,0.243025966,-6.433701095,1.026655747,0.307883181,0.794126015,-4.954886222
GeneID:101927614,0.25364567,-6.326718458,1.058932613,0.293029818,0.794126015,-4.921830436
GeneID:101927615,0.247133921,-6.587794672,1.163071992,0.248488335,0.794126015,-4.846346166
GeneID:101927616,0.154502651,-6.587794672,0.733503121,0.465538835,0.843938603,-5.16982477
GeneID:101927617,0.07782514,-6.504776895,0.314344786,0.754132151,0.934772256,-5.340036752
GeneID:101927619,0.194251608,-6.60980804,0.926123919,0.35735283,0.794126015,-5.043692479
GeneID:101927620,0.408147262,-6.401452094,1.777129371,0.079602349,0.731356452,-4.140283349
GeneID:101927621,-0.037522747,-5.970319401,-0.130363482,0.896627963,0.973209902,-5.330320923
GeneID:101927623,0.273310146,-6.533532302,1.236136595,0.220266121,0.794126015,-4.774305651
GeneID:101927624,0.2800909,-6.504776895,1.240486623,0.218662984,0.794126015,-4.768583934
GeneID:101927627,0.192270361,-6.565781303,0.900167173,0.370913266,0.803231512,-5.059700374
GeneID:101927628,0.174188645,-0.676518331,0.53106569,0.596942859,0.884724684,-5.108522336
GeneID:101927629,0.194251608,-6.60980804,0.926123919,0.35735283,0.794126015,-5.043692479
GeneID:101927630,0.124973514,-6.577559038,0.555433116,0.58025185,0.879231292,-5.260974394
GeneID:101927631,-0.004762897,-5.362309102,-0.015875963,0.987375513,0.99706998,-5.280954679
GeneID:101927632,0.491958964,-1.149052127,1.587630278,0.116578165,0.790226619,-4.319672076
GeneID:101927633,-0.014468193,-5.126983568,-0.041036717,0.967375698,0.992103486,-5.259792059
GeneID:101927634,0.135787409,-6.477727831,0.58524325,0.560141334,0.873086699,-5.240254608
GeneID:101927635,0.039678921,-6.521754567,0.188214616,0.851216858,0.962761453,-5.367181977
GeneID:101927636,0.290089608,-6.489505566,1.255235329,0.213291234,0.794126015,-4.753294613
GeneID:101927637,0.194251608,-6.60980804,0.926123919,0.35735283,0.794126015,-5.043692479
GeneID:101927640,0.504276279,-5.996214913,1.704401499,0.092446757,0.75539283,-4.22383565
GeneID:101927641,0.364558783,-6.492372939,1.544216799,0.126746016,0.794126015,-4.439056368
GeneID:101927642,-0.159972113,-6.026094748,-0.57463572,0.567257785,0.875021005,-5.212682517
GeneID:101927644,0.28171209,-5.002203285,0.828401646,0.410072143,0.827224706,-4.994162457
GeneID:101927645,0.148016723,-6.587794672,0.691995266,0.491077608,0.848827925,-5.193438857
GeneID:101927646,-0.010104719,-6.450514525,-0.041222131,0.967228377,0.992087862,-5.37550429
GeneID:101927647,0.054927118,-4.389598623,0.160636816,0.872811446,0.968100374,-5.193882398
GeneID:101927650,0.085627733,-6.55554567,0.388939941,0.698422875,0.918202362,-5.322709517
GeneID:101927651,0.281868058,-6.533532302,1.296615653,0.198739578,0.794126015,-4.714401661
GeneID:101927652,0.194251608,-6.60980804,0.926123919,0.35735283,0.794126015,-5.043692479
GeneID:101927653,0.148757682,-6.587794672,0.696694153,0.488148465,0.848397873,-5.190833561
GeneID:101927655,0.408055925,-5.075423943,1.333322506,0.186462583,0.794126015,-4.602357172
GeneID:101927656,0.148757682,-6.587794672,0.696694153,0.488148465,0.848397873,-5.190833561
GeneID:101927657,0.194251608,-6.60980804,0.926123919,0.35735283,0.794126015,-5.043692479
GeneID:101927659,-0.075035411,-6.330212052,-0.331166249,0.741442636,0.930330097,-5.323209233
GeneID:101927660,0.194251608,-6.60980804,0.926123919,0.35735283,0.794126015,-5.043692479
GeneID:101927661,0.116529735,-6.479269933,0.496262734,0.621160703,0.892973001,-5.278717802
GeneID:101927662,0.020399809,-0.736301184,0.054629065,0.956579277,0.988720223,-5.204063125
GeneID:101927663,-0.256215283,1.561154664,-1.190670467,0.237538744,0.794126015,-4.829871612
GeneID:101927664,0.194251608,-6.60980804,0.926123919,0.35735283,0.794126015,-5.043692479
GeneID:101927665,0.01818963,-5.810762756,0.064996373,0.948349862,0.986786282,-5.320231469
GeneID:101927666,0.351678081,-6.548803631,1.529424869,0.130367089,0.794126015,-4.459033879
GeneID:101927667,-0.127102684,-5.974176085,-0.480074688,0.632571813,0.896624878,-5.247704955
GeneID:101927668,0.047849028,-6.111620473,0.163357887,0.87067615,0.967546724,-5.337250817
GeneID:101927669,0.194251608,-6.60980804,0.926123919,0.35735283,0.794126015,-5.043692479
GeneID:101927670,-0.152808913,-5.948306033,-0.595995232,0.552973311,0.871473452,-5.196873036
GeneID:101927671,0.0664668,-6.550809046,0.265485023,0.791364391,0.944894289,-5.354849419
GeneID:101927673,-0.217290486,-1.277187724,-0.731272587,0.466891816,0.844290538,-4.991425442
GeneID:101927674,0.141584297,-6.423465462,0.629614339,0.530860744,0.860726186,-5.214856469
GeneID:101927675,-0.005926514,-6.020073407,-0.022925985,0.981770214,0.995234395,-5.34041566
GeneID:101927676,0.194251608,-6.60980804,0.926123919,0.35735283,0.794126015,-5.043692479
GeneID:101927678,0.178652662,-6.36903885,0.731056775,0.46702284,0.844361569,-5.155815372
GeneID:101927680,0.675775793,-6.340660851,2.423888849,0.017766111,0.563394435,-3.133232612
GeneID:101927681,0.034318099,-6.262465604,0.135299962,0.892737269,0.972040425,-5.35296694
GeneID:101927682,-0.388941782,5.083439917,-2.050457279,0.043815181,0.657698618,-3.919780532
GeneID:101927683,0.147417038,-6.587794672,0.688196567,0.493452624,0.848846751,-5.195532353
GeneID:101927684,0.194251608,-6.60980804,0.926123919,0.35735283,0.794126015,-5.043692479
GeneID:101927685,-0.08476657,-0.764079179,-0.327317724,0.74433965,0.931290392,-5.165040883
GeneID:101927686,0.35952078,-6.435243197,1.60268704,0.11320829,0.785007895,-4.366243433
GeneID:101927687,0.210464518,-6.565781303,0.956934467,0.341675547,0.794126015,-5.017910451
GeneID:101927688,0.023413596,1.94802531,0.106372247,0.915571087,0.978166684,-5.44048283
GeneID:101927690,-0.0161896,-6.501283301,-0.071754485,0.942988342,0.985781676,-5.378021708
GeneID:101927691,0.194251608,-6.60980804,0.926123919,0.35735283,0.794126015,-5.043692479
GeneID:101927692,0.183623859,-6.226887251,0.691278807,0.491525071,0.848846751,-5.167781479
GeneID:101927693,0.148016723,-6.587794672,0.691995266,0.491077608,0.848827925,-5.193438857
GeneID:101927694,0.194251608,-6.60980804,0.926123919,0.35735283,0.794126015,-5.043692479
GeneID:101927695,0.155297716,-6.587794672,0.738642877,0.462429676,0.843938603,-5.166806655
GeneID:101927696,-0.006932573,-6.220145212,-0.027720564,0.977958668,0.994262434,-5.357052035
GeneID:101927697,0.076153267,-6.543767935,0.359649266,0.720120369,0.924573617,-5.33082487
GeneID:101927698,-1.787649896,-3.144383225,-2.212696831,0.029962111,0.621669029,-3.543215694
GeneID:101927699,0.101989132,-6.565781303,0.462012421,0.645410135,0.899573873,-5.298372209
GeneID:101927700,0.199655328,-6.384474421,0.840573449,0.403259399,0.823061819,-5.088645379
GeneID:101927701,0.165409472,-6.25897201,0.651845609,0.516493873,0.856086227,-5.191091605
GeneID:101927702,0.148757682,-6.587794672,0.696694153,0.488148465,0.848397873,-5.190833561
GeneID:101927703,-0.073969325,-6.418265524,-0.304598679,0.76151563,0.936388441,-5.336925088
GeneID:101927704,0.194251608,-6.60980804,0.926123919,0.35735283,0.794126015,-5.043692479
GeneID:101927705,0.507330032,-2.294560778,1.604211165,0.112871581,0.785007895,-4.294644496
GeneID:101927708,-0.46663853,-5.359187116,-1.109897941,0.27058979,0.794126015,-4.82194557
GeneID:101927709,0.194251608,-6.60980804,0.926123919,0.35735283,0.794126015,-5.043692479
GeneID:101927710,-0.036017667,-6.405521943,-0.136884129,0.891489259,0.971837131,-5.365127065
GeneID:101927711,0.194251608,-6.60980804,0.926123919,0.35735283,0.794126015,-5.043692479
GeneID:101927712,0.05331243,-6.435243197,0.222221837,0.824745355,0.95356616,-5.354661225
GeneID:101927713,0.07422581,-5.779791656,0.260595838,0.79511853,0.94553873,-5.292918069
GeneID:101927715,0.194251608,-6.60980804,0.926123919,0.35735283,0.794126015,-5.043692479
GeneID:101927718,-2.97656418,0.531883238,-2.355166411,0.021131857,0.580556849,-3.278954609
GeneID:101927719,0.076772494,-6.062393799,0.281350482,0.779216555,0.942397244,-5.312449783
GeneID:101927720,0.134491748,-6.457256565,0.585740872,0.559808573,0.872771988,-5.238442687
GeneID:101927721,0.171370521,-6.543767935,0.788754624,0.432742221,0.838939645,-5.13332364
GeneID:101927722,-0.143924621,-6.106973327,-0.510495541,0.611203965,0.889812146,-5.246427259
GeneID:101927723,0.402420752,-3.397886535,1.09565917,0.276734669,0.794126015,-4.742529776
GeneID:101927724,-0.215475423,-3.877981204,-0.480684732,0.632140142,0.89646397,-5.089921732
GeneID:101927725,0.404200247,-6.511518934,1.895358113,0.061899202,0.698327275,-3.978170741
GeneID:101927726,-0.000661516,-3.253566708,-0.001384067,0.998899351,0.999524496,-5.140114494
GeneID:101927727,0.155403618,-6.172624881,0.61186451,0.542478265,0.866164022,-5.204382716
GeneID:101927728,0.30641898,-6.565781303,1.400896908,0.165369937,0.794126015,-4.606152804
GeneID:101927729,0.156260025,-6.587794672,0.744896997,0.458662401,0.843938603,-5.163106249
GeneID:101927730,0.187396744,1.284314585,0.598505665,0.551306311,0.870413576,-5.230184721
GeneID:101927731,0.194251608,-6.60980804,0.926123919,0.35735283,0.794126015,-5.043692479
GeneID:101927732,0.236828582,-6.149069412,1.008037209,0.316678512,0.794126015,-4.951482951
GeneID:101927733,-0.245527113,-0.595287045,-0.827457181,0.410603677,0.827536349,-4.967830987
GeneID:101927734,0.194251608,-6.60980804,0.926123919,0.35735283,0.794126015,-5.043692479
GeneID:101927735,-0.408018478,-5.349524031,-0.770190052,0.443606985,0.843938603,-5.060335369
GeneID:101927736,0.231635664,-6.206415984,0.891848214,0.375327371,0.806131078,-5.041500289
GeneID:101927737,0.751778193,-4.464590571,1.626554742,0.108027292,0.778521916,-4.280390685
GeneID:101927738,0.194251608,-6.60980804,0.926123919,0.35735283,0.794126015,-5.043692479
GeneID:101927740,0.067538095,-6.433701095,0.297378871,0.766999591,0.938436265,-5.338961194
GeneID:101927741,0.104021063,-4.326995969,0.346337484,0.730059077,0.927497742,-5.155698582
GeneID:101927744,0.093030952,-6.489505566,0.418781313,0.67657312,0.909496038,-5.308102449
GeneID:101927745,0.113564993,-6.526790263,0.486639545,0.627933211,0.895420797,-5.28606584
GeneID:101927746,-0.055722909,-2.300417431,-0.108431589,0.913942982,0.977830174,-5.139434158
GeneID:101927748,0.194251608,-6.60980804,0.926123919,0.35735283,0.794126015,-5.043692479
GeneID:101927749,0.196117666,-6.533532302,0.861956218,0.391459865,0.816147868,-5.084455955
GeneID:101927750,0.08449812,-5.877757565,0.310026588,0.75740076,0.935805752,-5.290039949
GeneID:101927751,0.626661757,-4.640349458,1.822495209,0.072366701,0.720714369,-4.052376285
GeneID:101927752,0.526789589,-6.221687313,2.108853404,0.038296652,0.637594381,-3.655714817
